datetime,open,high,low,close,volume,rsi,macd,bb_upper,atr,vwap,ema,adx,cci,stoch,obv,sentiment
2025-07-03 15:20:00,2586.17,2587.88,2580.19,2585.73,1228.4125000000001,38.36952001713236,-4.480102279228959,2636.755556342742,10.531201841971788,2596.868957351239,2595.941952416444,0.0,-90.13164489743903,17.683070402637565,10069.172799999998,-0.0009806860057922455
2025-07-03 15:25:00,2585.74,2589.07,2583.53,2584.26,1360.1604,37.23402137772491,-4.796710418120256,2632.968686361179,10.174687424688086,2595.4926195109797,2594.82938551964,0.0,-73.87304204451415,14.876847290641292,8709.012399999998,-0.0006388527442269069
2025-07-03 15:30:00,2584.27,2586.46,2571.45,2571.45,2877.1883,29.14084695786454,-6.011982203085154,2629.888190847644,10.520066894353238,2593.516461412229,2592.6027773749124,11.697829466179655,-140.30534708096516,0.0,5831.824099999998,-0.0007642540579914647
2025-07-03 15:35:00,2571.42,2578.94,2565.65,2576.21,6520.318,34.8110120203563,-6.515890499531906,2626.5986006852186,10.71791925904229,2588.3963760952006,2591.0415604820637,13.312785270230464,-145.91889722891014,25.926835256567497,12352.142099999997,-0.0007368323196901653
2025-07-03 15:40:00,2576.21,2579.96,2574.61,2575.45,2292.8404,34.33854343540942,-6.89706206512983,2622.7309321885928,10.334496454824976,2586.134102633409,2589.556649959962,14.648347062212869,-100.13339937263066,27.691438259394637,10059.301699999996,-0.0007146062418675048
2025-07-03 15:45:00,2575.45,2577.56,2570.28,2577.55,2158.2232,36.88749786962784,-6.949580390710707,2618.6768299557198,10.116318136623175,2584.6551620475393,2588.413159487585,16.24061948071985,-105.0437467833242,33.874181611158704,12217.524899999997,-0.0006546768665052863
2025-07-03 15:50:00,2577.55,2577.56,2573.61,2574.66,865.5515,34.880715941539876,-7.142071040203518,2615.6088692430244,9.675866841150079,2583.7304826579066,2587.1033347744815,17.71915815504776,-91.10089399744359,25.647594648447868,11351.973399999997,-0.0005421802468360918
2025-07-03 15:55:00,2574.67,2574.8,2567.5,2570.52,2325.1392,32.17991223489756,-7.541748089916837,2611.008098798581,9.506162066782228,2580.656969562102,2585.5239695578643,19.56985188675054,-117.84153573082165,15.05409582689306,9026.834199999998,-0.000793226495284303
2025-07-03 16:00:00,2570.52,2575.0,2568.52,2568.52,3404.7385,30.93380529118417,-7.928483691944621,2605.966193255465,9.290007633440641,2578.5637207308573,2583.904543885687,21.250136276480134,-103.56245835255272,8.871715610509733,5622.095699999998,-0.0005857634966754122
2025-07-03 16:05:00,2568.52,2572.78,2565.31,2570.6,2993.0288,33.80468969376304,-7.9752026543087595,2603.265701408921,9.160007088194899,2577.4210576754,2582.6374444680023,23.056286096990473,-104.73893764910291,16.18231875191176,8615.124499999998,-0.00034012414823993603
2025-07-03 16:10:00,2570.6,2581.69,2569.51,2577.27,4274.4811,42.11409908264665,-7.388840557536241,2601.7776554924167,9.375720867609536,2576.5178779236603,2582.1262592805733,23.130583206015757,-19.34824657702948,50.33670033670003,12889.605599999999,-0.0002113900294829126
2025-07-03 16:15:00,2577.26,2577.26,2568.01,2572.01,2350.4009,38.056945434333,-7.2648378827711895,2599.34841541593,9.367455091351696,2575.5248119862167,2581.162806015757,23.346031316153844,-65.5843329004,28.19865319865409,10539.204699999998,-0.00045532225992162
2025-07-03 16:20:00,2572.01,2573.94,2566.09,2572.52,2341.458,38.67383702310282,-7.044210854020548,2596.7878074168734,9.259065441969426,2574.9891454548256,2580.339681633304,23.73547130807732,-81.78074550465553,30.34511784511772,12880.662699999999,-0.0004249424116057147
2025-07-03 16:25:00,2572.53,2576.25,2569.26,2572.3,2170.6522999999997,38.495736150141255,-6.808628870195662,2593.631731135338,9.096989338971595,2574.1712963962586,2579.573997668227,23.6881845371326,-46.19827625107361,29.419191919192645,10710.0104,-0.0003846936136966128
2025-07-03 16:30:00,2572.29,2575.0,2570.5,2574.99,803.9664,42.01215070927096,-6.331877984062885,2591.6560339364887,8.76863295761648,2573.807828704199,2579.1374264617293,23.64427539268393,-17.684411133541985,40.740740740739675,11513.976799999999,0.00011553041079269873
2025-07-03 16:35:00,2575.0,2576.15,2571.93,2576.15,768.268,43.51197918841611,-5.79366144382675,2588.19422588455,8.443730603501036,2573.3832278836157,2578.8529096558505,23.383548209801653,43.14498921604235,51.25295508274279,12282.244799999999,-1.1869641202607213e-06
2025-07-03 16:40:00,2576.14,2579.03,2573.36,2573.8,1328.5904,41.18780943274664,-5.493421573912201,2586.6796619751367,8.245606988965253,2573.2052321281535,2578.371680164817,22.599633556488758,70.16696481812797,51.831501831502926,10953.6544,-5.262087714357396e-05
2025-07-03 16:45:00,2573.8,2581.18,2573.16,2580.05,3563.6267,48.9914744087494,-4.6970123131650325,2586.530564006777,8.229492204039163,2573.678543293899,2578.5315201491203,21.48339289512427,133.03173919287985,89.98778998779083,14517.2811,8.17895081476246e-05
2025-07-03 16:50:00,2580.05,2581.0,2567.75,2571.75,3072.463,41.17746960228398,-4.681625999894095,2585.4661876027194,8.588099903750651,2573.4498261819103,2577.8856610872995,21.21683085808379,0.2559619713574802,39.31623931623939,11444.8181,-9.285817150304447e-05
2025-07-03 16:55:00,2571.75,2576.0,2571.75,2572.12,740.9463999999999,41.62445407235607,-4.586703663287153,2583.5860177636364,8.27823562491132,2573.3290451232624,2577.3365505075567,20.9693089665462,-2.5134952766681757,41.575091575090966,12185.764500000001,5.312934608287893e-05
2025-07-03 17:00:00,2572.05,2576.62,2572.0,2575.63,905.4366,45.82977771662146,-4.180064184027742,2581.5414173537442,8.01693308027479,2573.3161861962326,2577.1740218877894,20.61189933021259,51.57070315860606,63.00366300366358,13091.201100000002,0.00023168649233784588
2025-07-03 17:05:00,2575.63,2576.65,2574.49,2576.48,656.6345,46.828723796092675,-3.7460296725394073,2579.651467345045,7.598580717398041,2573.5614338672976,2577.1079245651426,20.273477488596686,78.91490479156094,68.19291819291819,13747.835600000002,0.0001917041154497016
2025-07-03 17:10:00,2576.48,2580.0,2575.49,2580.0,1210.2902,50.86929570393146,-3.0824866259595183,2580.5187845610562,7.377967809012482,2574.142134802929,2577.3833603208436,19.24137104360843,143.02376672658,89.68253968253941,14958.125800000002,8.932745611844872e-05
2025-07-03 17:15:00,2579.99,2581.0,2576.81,2578.97,2259.4696999999996,49.67963425016886,-2.6096539071181724,2580.930885919788,7.150255822654452,2575.0690937085287,2577.5344688617156,18.077949052990768,138.45001521427739,82.56410256410084,12698.656100000002,0.00022613532787552995
2025-07-03 17:20:00,2578.97,2579.08,2572.59,2572.59,1879.4183,42.975312530837584,-2.718407145551737,2580.830482342134,7.103094692464832,2574.8511351852835,2577.063567065362,17.75837556498862,-1.7954389160326822,43.074884029159264,10819.237800000003,3.4566328943793265e-06
2025-07-03 17:25:00,2572.6,2573.6,2572.39,2572.76,805.0125,43.19528774389714,-2.7590724218680407,2580.462475708784,6.682159357288775,2575.0351376191797,2576.653703535327,17.496002796242173,-70.94796613152192,44.20145791915314,11624.250300000003,1.6090009710080972e-05
2025-07-03 17:30:00,2572.77,2575.15,2572.55,2575.14,1018.1994000000001,46.31745829105142,-2.569632710471069,2580.4972241154364,6.390576546053857,2575.4614442897278,2576.5095412938676,16.890363589842305,-32.82626991910163,55.02606105733405,12642.449700000003,6.033331017109751e-06
2025-07-03 17:35:00,2575.15,2576.5,2573.03,2576.5,958.268,48.07378599484355,-2.2834376920204704,2580.6328273381982,6.181963935621424,2575.766431931089,2576.5086325992133,16.016497200914433,2.8898062877330895,65.15264333581614,13600.717700000003,1.2503284331027986e-05
2025-07-03 17:40:00,2576.5,2576.5,2574.96,2575.61,556.2326,46.99031663359699,-2.104185894749662,2580.3474374483785,5.850395083077034,2575.856799221182,2576.4230485421454,15.205049839767124,11.969823973160715,58.52568875651693,13044.485100000004,5.973529399811809e-05
2025-07-03 17:45:00,2575.61,2579.3,2575.61,2578.22,1264.283,50.51270477698862,-1.7315619978026007,2580.5469309950327,5.696081148571536,2576.0149885881115,2576.5941867762267,14.442541782630244,87.96316438257985,77.95979151154079,14308.768100000003,-5.817836697788459e-05
2025-07-03 17:50:00,2578.22,2578.33,2575.69,2576.71,795.4621,48.504601412048615,-1.5403431383961106,2580.481613712821,5.477789637959274,2576.0928847704486,2576.605216607062,13.734498586717427,46.80173661361257,66.71630677587599,13513.306000000002,0.0001610980105483754
2025-07-03 17:55:00,2576.71,2578.14,2576.7,2577.41,753.818,49.50673285397382,-1.317133568908048,2580.61869457604,5.189376092390758,2575.7218458999323,2576.6818626444847,13.077029904798382,71.943360909877,72.90566037735739,14267.124000000002,0.00017174745629867463
2025-07-03 18:00:00,2577.41,2585.55,2577.15,2583.89,1601.9193,57.711087584940394,-0.610321130489865,2582.1717195939723,5.418706371505711,2576.8382524952654,2577.3683519164383,14.000050093023125,199.92356068242694,87.97101449275154,15869.043300000001,0.0002675406844839523
2025-07-03 18:05:00,2583.88,2583.89,2581.65,2583.19,991.4783,56.64044302089782,-0.10543593081183644,2583.202155055725,5.191655916398145,2577.390699711754,2577.9227945910634,14.857140267803246,176.6239851684416,82.5830258302576,14877.565,0.00021746354191295078
2025-07-03 18:10:00,2583.19,2583.19,2574.29,2578.3,1044.685,49.703494330643174,-0.09875452444521216,2583.36407050565,5.456537636655427,2577.6216158250827,2577.958718915724,13.801274710387137,40.000000000002586,44.908814589666946,13832.880000000001,-5.413756743630205e-05
2025-07-03 18:15:00,2578.3,2579.3,2575.11,2578.49,765.8436,49.95993630956917,-0.07723770151460485,2583.5162862382736,5.366070662608615,2577.6943603381364,2578.0093171142266,12.820828121357893,7.063318420777051,46.35258358662436,14598.723600000001,-1.472783628821602e-05
2025-07-03 18:20:00,2578.49,2582.4,2575.53,2581.4,794.1291,53.84166775872573,0.17263716205252422,2584.0164854203554,5.473494186707991,2577.7384323239594,2578.332239293824,12.562260258888992,69.68933669185004,68.46504559270522,15392.852700000001,0.00028547410842865345
2025-07-03 18:25:00,2581.39,2587.58,2580.67,2586.16,1227.0005,59.39086338851376,0.7461557912056378,2585.2831222615723,5.576101744800267,2578.152375405522,2579.07774031346,13.237590826131605,172.0407607771014,90.65174456879481,16619.8532,0.00043363072318746326
